Player,Pos,Class,School,Conference,Year,Passing,Rushing,Receiving,Total
Ricco Sanders,WR,SO,Mississippi State,SEC,2011,,,0.649053431,0.649053431
Corey Welch,RB,JR,Eastern Michigan,MAC,2010,,0.462538459,0.186370335,0.648908794
Jashaun Corbin,RB,SO,Texas A&M,SEC,2019,,0.570160852,0.078662528,0.64882338
Kene Nwangwu,RB,SO,Iowa State,Big 12,2018,,0.597111976,0.051671878,0.648783854
Jordan Cameron,TE,SR,USC,Pac-10,2010,,0.024615818,0.624121334,0.648737152
Jontre Kirklin,WR,JR,LSU,SEC,2019,,,0.648730273,0.648730273
Damian Williams,QB,SO,Mississippi State,SEC,2014,0.374338032,0.274364215,,0.648702247
Traveon Samuel,WR,SR,Memphis,American,2019,,0.463452509,0.185097388,0.648549897
Jorge Reyna,QB,JR,Fresno State,Mountain West,2018,0.281463124,0.366773715,,0.648236839
Hayden Pittman,TE,JR,UAB,CUSA,2019,,,0.648211921,0.648211921
Corey Taylor II,RB,SO,Tulsa,American,2017,,0.653442753,-0.005270971,0.648171782
Lincoln Victor,WR,FR,Hawaii,Mountain West,2019,,0.219887468,0.42818589,0.648073358
Eno Benjamin,RB,FR,Arizona State,Pac-12,2017,,0.573343163,0.074711506,0.648054669
Darius Millines,WR,SO,Illinois,Big Ten,2011,0.011345217,-0.004710587,0.641214803,0.647849433
Francis Owusu,WR,SO,Stanford,Pac-12,2014,,0.031958433,0.615647457,0.64760589
A.J. Blue,RB,SO,North Carolina,ACC,2011,0,0.59459925,0.052846152,0.647445402
Carl Tucker,TE,FR,North Carolina,ACC,2016,,,0.647320735,0.647320735
Trejan Bridges,WR,FR,Oklahoma,Big 12,2019,,,0.647206887,0.647206887
Matt Domer,RB,FR,Bowling Green,MAC,2015,,0.647167515,,0.647167515
Mike White,QB,FR,USF,American,2013,0.700976868,-0.053936649,,0.647040219
Ryan Brumfield,RB,SO,Eastern Michigan,MAC,2012,,0.513223727,0.133633559,0.646857286
Hayden Pittman,TE,FR,UAB,CUSA,2017,,,0.646692448,0.646692448
Ty Slanina,WR,JR,TCU,Big 12,2016,,,0.646533327,0.646533327
Jordan Myers,WR,FR,Rice,CUSA,2017,,0.351062392,0.295335433,0.646397825
Cassius McDowell,WR,JR,Toledo,MAC,2013,,0.646237795,,0.646237795
Malik Henry,WR,FR,Georgia Southern,Sun Belt,2015,,0.037185446,0.608911684,0.64609713
Ronnie Clark,RB,JR,Alabama,SEC,2017,,0.645890479,,0.645890479
Alex Jackson,TE,FR,Temple,MAC,2010,,,0.645853507,0.645853507
Jacob Hollister,TE,SO,Wyoming,Mountain West,2014,,-0.020124968,0.665587309,0.645462341
Blake Jackson,WR,SR,Oklahoma State,Big 12,2013,,,0.645327452,0.645327452
Kenneth Walker,WR,SO,UCLA,Pac-12,2014,,,0.64525896,0.64525896
Andrew Peasley,QB,FR,Utah State,Mountain West,2018,0.075705223,0.569483581,,0.645188804
Demarcus Ayers,WR,FR,Houston,American,2013,,,0.645177154,0.645177154
Kano Dillon,TE,SR,Oregon,Pac-12,2018,,,0.645158845,0.645158845
Warren Long,RB,JR,Northwestern,Big Ten,2015,,0.575888439,0.069095313,0.644983752
Montay Crockett,WR,JR,Georgia Southern,Sun Belt,2015,,0.105358797,0.539321776,0.644680573
Jared Cohen,WR,SR,Bowling Green,MAC,2013,,,0.644595421,0.644595421
Teddy Ruben,WR,JR,Troy,Sun Belt,2014,,0.020837256,0.623441934,0.64427919
Taylor Barnhill,TE,JR,UNLV,Mountain West,2013,0,0.011887132,0.632147088,0.64403422
Jeff Driskel,QB,JR,Florida,SEC,2013,0.560901465,0.083078698,,0.643980163
Brice Gunter,WR,FR,Texas State,Sun Belt,2014,,,0.643907274,0.643907274
KJ Hall,RB,SO,BYU,Independent,2017,,0.386776565,0.256861737,0.643638302
Jake Roh,TE,JR,Boise State,Mountain West,2016,,,0.643632266,0.643632266
Jared Baker,RB,JR,Arizona,Pac-12,2014,,0.39925687,0.244344229,0.643601099
Charlie Kolar,TE,FR,Iowa State,Big 12,2018,,,0.643549728,0.643549728
Gemonta Jackson,RB,FR,Old Dominion,CUSA,2016,,0.558486046,0.084706406,0.643192452
Jameon Lewis,WR,SO,Mississippi State,SEC,2012,,0.093334937,0.549818507,0.643153444
Cordale Scott,TE,SR,Toledo,MAC,2012,,,0.642729422,0.642729422
Anthony Williams,WR,JR,UNLV,Mountain West,2014,,,0.64271632,0.64271632
Arkeel Newsome,RB,FR,Connecticut,American,2014,,0.319299426,0.323298199,0.642597625
Damion Hobbs,QB,SO,Utah State,Mountain West,2015,0.171471683,0.470920432,,0.642392115
Chris Butler,RB,SR,SMU,CUSA,2010,,0.590646028,0.05174372,0.642389748
R.J. Fleming,WR,FR,Arkansas State,Sun Belt,2010,,0.211683545,0.430641119,0.642324664
Tyrell Goodman,WR,,Akron,MAC,2013,,,0.642282426,0.642282426
Jared Mapps,WR,JR,Louisiana-Monroe,Sun Belt,2015,,,0.642242611,0.642242611
Jake Hubenak,QB,SO,Texas A&M,SEC,2015,0.621447535,0.020790079,,0.642237614
Hale Hentges,TE,JR,Alabama,SEC,2017,,,0.64216579,0.64216579
Donald Scott,WR,FR,Eastern Michigan,MAC,2010,,0.023719922,0.618128285,0.641848207
Damion Terry,QB,JR,Michigan State,Big Ten,2016,0.369212857,0.221476327,0.050981157,0.641670341
Tommy Mister,RB,JR,Northern Illinois,MAC,2017,,0.590966108,0.050661655,0.641627763
Brogan Roback,QB,FR,Eastern Michigan,MAC,2013,0.670372363,-0.028980392,,0.641391971
Q' Drennan,WR,SO,New Mexico,Mountain West,2017,,,0.641217159,0.641217159
James Wright,RB,JR,New Mexico,Mountain West,2010,,0.533904176,0.107171297,0.641075473
Daniel Ifft,WR,SR,Ball State,MAC,2010,,,0.640991807,0.640991807
Demario Douglas,WR,FR,Liberty,Independent,2019,,,0.640893295,0.640893295
Saevion Johnson,RB,SO,Fresno State,Mountain West,2018,,0.640631433,,0.640631433
Jonathan Jones,WR,SR,TCU,Mountain West,2011,,,0.640517574,0.640517574
Jamie Gilmore,RB,SO,Temple,American,2013,,0.528357713,0.112130403,0.640488116
A.J. Johnson,WR,SO,Fresno State,WAC,2011,,,0.640359484,0.640359484
Quardraiz Wadley,RB,FR,UTEP,CUSA,2016,,0.640086824,,0.640086824
David Morgan,TE,JR,UTSA,CUSA,2014,,,0.639680089,0.639680089
Jared Wayne,WR,FR,Pittsburgh,ACC,2019,,-0.00657581,0.646244739,0.639668929
Octavious Cooley,TE,SR,Ole Miss,SEC,2019,,0.00288771,0.636669491,0.639557201
Shane Blissard,WR,JR,Middle Tennessee,Sun Belt,2010,,,0.639547844,0.639547844
Cedric Fraser,WR,JR,Central Michigan,MAC,2010,,,0.639441014,0.639441014
Colton Huntsman,WR,SR,Air Force,Mountain West,2014,0.115464823,0.412078226,0.111709865,0.639252914
Donovan Wilson,RB,SR,Bowling Green,MAC,2017,,0.546011185,0.092716628,0.638727813
Joe Womack,WR,SR,East Carolina,CUSA,2011,,,0.638674396,0.638674396
Michael Bowman,WR,SR,East Carolina,CUSA,2011,,,0.638674396,0.638674396
Chris Pierce,WR,SO,Vanderbilt,SEC,2018,,,0.638605004,0.638605004
Darvin Kidsy,WR,SO,North Texas,CUSA,2014,,,0.638601368,0.638601368
Tim Semisch,TE,JR,Northern Illinois,MAC,2013,,,0.638562235,0.638562235
Zach Van Leeuwen,WR,JR,Utah State,Mountain West,2017,,,0.638508914,0.638508914
Jaren Colston-Green,WR,JR,Utah State,Mountain West,2016,,,0.638498368,0.638498368
Brandon Johnson,WR,FR,Tennessee,SEC,2016,,,0.638393207,0.638393207
Tyler Melton,WR,JR,Georgia Tech,ACC,2010,,,0.638384633,0.638384633
Chason Virgil,QB,FR,Fresno State,Mountain West,2015,0.480932677,0.157416818,,0.638349495
Jordan Wayne-Prather,WR,FR,Bowling Green,MAC,2018,,,0.638296488,0.638296488
Chris Brown,RB,FR,Oregon State,Pac-12,2013,,0.610326909,0.027563234,0.637890143
Eric Thomas,WR,FR,Troy,Sun Belt,2010,,,0.637833251,0.637833251
Fred Sykes,WR,JR,Illinois,Big Ten,2010,,,0.637615293,0.637615293
Davion Hall,WR,SO,Baylor,Big 12,2015,,,0.637555947,0.637555947
Dylan McCaffrey,QB,JR,Michigan,Big Ten,2019,0.292016146,0.339305936,0.00587388,0.637195962
Mason Donaldson,WR,FR,Connecticut,American,2017,,,0.637159474,0.637159474
Dre Muhammad,WR,SR,Indiana,Big Ten,2011,,0.015201469,0.621905632,0.637107101
Aaron Mathews,WR,JR,Pittsburgh,ACC,2018,,,0.637075551,0.637075551
Brice Fackler,TE,SR,Kent State,MAC,2016,,,0.637012713,0.637012713
Chuck Wade,WR,FR,Wake Forest,ACC,2015,,-0.001558209,0.638496474,0.636938265
Aaron Young,WR,JR,Duke,ACC,2018,,,0.636848738,0.636848738
Jordon James,RB,FR,UCLA,Pac-12,2011,,0.168518001,0.468081508,0.636599509
Akrum Wadley,RB,SO,Iowa,Big Ten,2014,,0.640791945,-0.004291651,0.636500294
Brandon Byrd,RB,FR,Marshall,CUSA,2014,,0.636398083,,0.636398083
Blake Mack,WR,SO,Arkansas State,Sun Belt,2015,,0,0.636351775,0.636351775
Teondray Caldwell,RB,FR,Washington State,Pac-12,2012,,0.558183434,0.078119781,0.636303215
Cam Johnson,WR,FR,Vanderbilt,SEC,2019,0.013746816,,0.622449728,0.636196544
Mekhi Stevenson,WR,JR,UNLV,Mountain West,2019,,,0.636190148,0.636190148
Noel Thomas,WR,SO,Connecticut,American,2014,,,0.636167419,0.636167419
Josh Hammond,WR,FR,Florida,SEC,2016,,0.002890548,0.633267942,0.63615849
Kylen Towner,WR,JR,Western Kentucky,CUSA,2016,,0.021909949,0.613932262,0.635842211
Jabari Carr,WR,SR,San Jose State,Mountain West,2014,,,0.635603486,0.635603486
Colby Prince,TE,SR,Oregon State,Pac-12,2012,,,0.635308488,0.635308488
Jonathan Lee,RB,FR,Air Force,Mountain West,2011,,0.635236077,,0.635236077
Foster Sawyer,QB,FR,TCU,Big 12,2015,0.382854826,0.252330193,,0.635185019
Hussein Howe,RB,JR,East Carolina,American,2018,,0.504066534,0.130975222,0.635041756
Henry Pearson,TE,SO,Appalachian State,Sun Belt,2019,,,0.635015997,0.635015997
Braelon Roberts,WR,JR,Utah State,Mountain West,2016,,,0.634870543,0.634870543
Hayden Tippett,RB,JR,Army,Independent,2012,,0.61493455,0.019911364,0.634845914
David Stevens,TE,SR,Syracuse,Big East,2011,,,0.634736745,0.634736745
Jeffrey Solomon,WR,SR,Washington State,Pac-10,2010,0.031751854,,0.602920245,0.634672099
Brandon Fritts,TE,JR,North Carolina,ACC,2017,,,0.63466307,0.63466307
Troy Ware,WR,SO,Boise State,Mountain West,2013,,,0.634347223,0.634347223
Zachary Swanson,TE,SR,Virginia,ACC,2014,,,0.634305409,0.634305409
Jakobi Meyers,QB,FR,North Carolina State,ACC,2016,0.042069115,0.017673245,0.574425224,0.634167584
Brennan Clay,RB,FR,Oklahoma,Big 12,2010,,0.568335322,0.065813234,0.634148556
Craig Wilkins,WR,SO,Marshall,CUSA,2012,,,0.634013482,0.634013482
Xavier White,WR,SO,Texas Tech,Big 12,2019,,0,0.633447456,0.633447456
Victor Marc,WR,SR,USF,Big East,2012,,0.015837089,0.617587418,0.633424507
Kolby Arendse,TE,SR,Nevada,WAC,2013,,,0.633095275,0.633095275
Hiram Velez,WR,JR,Troy,Sun Belt,2016,,,0.633085223,0.633085223
Dillon Gordon,TE,SO,LSU,SEC,2013,,,0.632964196,0.632964196
Seth Smith,RB,SR,New Mexico State,WAC,2010,,0.578681589,0.054259207,0.632940796
Nick Smith,QB,FR,Wyoming,Mountain West,2015,0.29713767,0.335582377,,0.632720047
James Brooks,WR,SO,Kent State,MAC,2014,,0.04342961,0.588416848,0.631846458
Kain Colter,QB,FR,Northwestern,Big Ten,2010,0.061009519,0.450705607,0.11987836,0.631593486
George Naufahu,RB,SR,UNLV,Mountain West,2015,,0.505735958,0.12580184,0.631537798
Kazmeir Allen,RB,FR,UCLA,Pac-12,2018,,0.513810391,0.117713227,0.631523618
Josh Falo,TE,SO,USC,Pac-12,2018,,,0.631425795,0.631425795
Thomas Coffman,WR,FR,Colorado State,Mountain West,2011,,0,0.631267798,0.631267798
Mason Hays,WR,SR,Texas State,Sun Belt,2019,,,0.631044221,0.631044221
Deante' Gray,WR,SR,TCU,Big 12,2016,,0.124819375,0.50616754,0.630986915
Kenny Young,RB,FR,Miami (OH),MAC,2015,,0.490798837,0.140173348,0.630972185
Landen Akers,WR,JR,Iowa State,Big 12,2019,,0.03884142,0.591994686,0.630836106
T.J. Smith,WR,FR,Wyoming,Mountain West,2010,,,0.63036739,0.63036739
Albert Gary,WR,JR,Iowa State,Big 12,2012,,0.018321658,0.612015751,0.630337409
Ryan Finley,QB,FR,Boise State,Mountain West,2014,0.465367333,0.164776228,,0.630143561
A.J. Pickens,WR,JR,Arizona State,Pac-12,2011,,-0.026149016,0.656248489,0.630099473
Stephen Hopkins,RB,FR,Michigan,Big Ten,2010,,0.630009882,,0.630009882
Reuben Mwehla,WR,SO,Idaho,Sun Belt,2015,,,0.629658076,0.629658076
Troy Vital,RB,SO,Idaho,WAC,2010,,0.542139643,0.087513639,0.629653282
Teddy Williamson,RB,SR,Ball State,MAC,2016,,0.48575357,0.14371352,0.62946709
Tyrell Goodman,WR,SR,Akron,MAC,2016,0.47891194,0.138116136,0.012416236,0.629444312
Jay Rose,TE,JR,Connecticut,American,2019,,,0.629334627,0.629334627
Jack Fields,RB,FR,Boise State,Mountain West,2012,,0.629243113,,0.629243113
Isaac Whitney,WR,JR,USC,Pac-12,2015,,,0.629213015,0.629213015
Jordan Davis,TE,FR,Georgia,SEC,2014,,,0.629189774,0.629189774
Brady White,QB,FR,Arizona State,Pac-12,2016,0.615446001,0.013643312,,0.629089313
Taylor Martin,RB,SO,Kansas,Big 12,2016,,0.537985645,0.090995197,0.628980842
Giovanni Fauolo,TE,SO,UNLV,Mountain West,2018,,,0.628715629,0.628715629
Taiwan Deal,RB,SO,Wisconsin,Big Ten,2016,,0.62838404,,0.62838404
Timothy Wilson Jr.,WR,FR,San Diego State,Mountain West,2017,,,0.628249962,0.628249962
Teddy Veal,WR,FR,Tulane,American,2014,,0.029714179,0.598530772,0.628244951
Desmond Phillips,WR,SO,Toledo,MAC,2017,,-0.025864522,0.6540913,0.628226778
Mark Quattlebaum,WR,SR,Charlotte,CUSA,2018,,0.002379451,0.625714623,0.628094074
Adoree' Jackson,DB,JR,USC,Pac-12,2016,,0.218410746,0.409339607,0.627750353
Tyrell Johnson,WR,JR,Arizona,Pac-12,2016,,0.428476958,0.199203624,0.627680582
Rishaad Wimbley,DL,FR,SMU,CUSA,2011,,0.627644686,,0.627644686
Gunnar Oakes,TE,FR,Eastern Michigan,MAC,2018,,,0.627626512,0.627626512
Sam Letton,WR,SO,Troy,Sun Belt,2017,,,0.627593118,0.627593118
Matt Romero,QB,JR,New Mexico State,Independent,2018,0.693807554,-0.06625787,,0.627549684
Malik Roberson,RB,FR,San Jose State,Mountain West,2015,,0.316342673,0.310996623,0.627339296
Chris Davis,WR,JR,New Mexico,Mountain West,2016,,,0.627194994,0.627194994
Chase Jasmin,RB,SO,San Diego State,Mountain West,2017,,0.627139219,,0.627139219
Jamonne Chester,WR,SO,Indiana,Big Ten,2011,,,0.62713173,0.62713173
Ernest Calhoun,WR,SO,Kent State,MAC,2014,,-0.036191342,0.663268461,0.627077119
Jordan Thompson,WR,SO,West Virginia,Big 12,2013,,0.017571957,0.609442366,0.627014323
Chris Barr,WR,SO,USF,American,2016,,0.054118949,0.572550584,0.626669533
Ricky Seals-Jones,WR,FR,Texas A&M,SEC,2013,,,0.626660617,0.626660617
Emmanuel Logan-Greene,WR,JR,New Mexico,Mountain West,2019,,0.028504372,0.598072746,0.626577118
Dredrick Snelson,WR,FR,UCF,American,2016,,0.003561568,0.622990133,0.626551701
Jerome Tiller,WR,SR,Iowa State,Big 12,2012,0,,0.626416122,0.626416122
Clevan Thomas,WR,SO,Kentucky,SEC,2019,,-0.00378589,0.630173246,0.626387356
Jeremiah Moeller,TE,JR,UTSA,WAC,2012,,,0.626311097,0.626311097
Daniel Helm,TE,SO,Duke,ACC,2016,,,0.626239735,0.626239735
Darius Darks,WR,SR,Iowa State,Big 12,2011,,,0.626160895,0.626160895
Matt Connors,RB,SR,Georgia Tech,ACC,2014,,0.625835222,,0.625835222
Rickey Bradley,WR,SR,Southern Miss,CUSA,2013,,,0.625431929,0.625431929
Jamison Crowder,WR,FR,Duke,ACC,2011,0.026825567,0.115838943,0.482716898,0.625381408
Daniel Young,RB,SO,Texas,Big 12,2018,,0.628832199,-0.003828002,0.625004197
Cristian Solano,QB,SR,Nevada,Mountain West,2019,0.292283934,0.332624065,,0.624907999
Theron West,RB,SR,Washington State,Pac-12,2014,,0.258905622,0.36586939,0.624775012
Trenton Turrentine,RB,SO,Army,Independent,2012,,0.465142802,0.15929093,0.624433732
Josh Clemons,RB,FR,Kentucky,SEC,2011,0,0.506047352,0.118234527,0.624281879
Jamal Turner,WR,SR,Nebraska,Big Ten,2015,0,0.104515812,0.519563445,0.624079257
D'Andre Ferby,RB,SR,Western Kentucky,CUSA,2018,,0.585279988,0.038765654,0.624045642
Calvin Cass Jr.,RB,SO,Navy,Independent,2014,,0.234301952,0.389428772,0.623730724
Xavier Martin,WR,SR,Utah State,WAC,2011,,,0.623702452,0.623702452
Grant Calcaterra,TE,JR,Oklahoma,Big 12,2019,,,0.62352859,0.62352859
Trey Smith,RB,SO,Louisville,ACC,2017,,0.599207024,0.024313671,0.623520695
Shane Buechele,QB,JR,Texas,Big 12,2018,0.590633548,0.032880116,,0.623513664
Moroni Laulu-Pututau,TE,JR,BYU,Independent,2018,,,0.623473595,0.623473595
Nate Nord,TE,SR,Louisville,Big East,2012,,,0.623215999,0.623215999
Lajuan Hunt,RB,JR,Utah State,Mountain West,2016,,0.390935834,0.232181226,0.62311706
Johnathan Brantley,QB,FR,Tulane,American,2016,0.096475031,0.52660471,,0.623079741
Bryce Treggs,WR,FR,California,Pac-12,2012,,-0.012046773,0.635099976,0.623053203
Will Collins,QB,FR,Louisiana-Monroe,Sun Belt,2016,0.347987519,0.275038937,,0.623026456
Jalston Fowler,LB,FR,Alabama,SEC,2010,,0.623013191,,0.623013191
Drew Carswell,TE,SO,Pittsburgh,Big East,2012,,,0.622934142,0.622934142
Trevion Thompson,WR,SO,Clemson,ACC,2016,,,0.622428973,0.622428973
Kyler Neal,RB,SR,Georgia State,Sun Belt,2017,,0.350917964,0.271434387,0.622352351
Robert Walker,RB,FR,Louisiana,Sun Belt,2010,,0.42412241,0.198190501,0.622312911
Matt Yemm,WR,SR,Colorado State,Mountain West,2011,0,,0.622249692,0.622249692
Christian Turner,RB,FR,Michigan,Big Ten,2018,,0.509301103,0.112891254,0.622192357
Ari Werts,TE,JR,Georgia State,Sun Belt,2017,,,0.622037135,0.622037135
Jeff Woody,RB,JR,Iowa State,Big 12,2012,,0.589346601,0.032400831,0.621747432
Jackson Tyner,QB,FR,Rice,CUSA,2016,0.441667276,0.102732231,0.077209724,0.621609231
Dante Butler,RB,SO,Tulane,CUSA,2012,,0.405430671,0.216139041,0.621569712
Deanthony Arnett,WR,FR,Tennessee,SEC,2011,,,0.621405903,0.621405903
Ben Bartholomew,RB,SR,Tennessee,SEC,2012,,0.049873428,0.571524608,0.621398036
Levi Norwood,WR,FR,Baylor,Big 12,2011,,,0.621289613,0.621289613
Tajh Boyd,QB,FR,Clemson,ACC,2010,0.5204472,0.100605465,,0.621052665
Trey Quinn,WR,SO,LSU,SEC,2015,,,0.620893444,0.620893444
Jay Hollingsworth,RB,JR,Duke,ACC,2010,,0.522712715,0.097881838,0.620594553
Jacob Mathis,TE,JR,USF,American,2019,,,0.620561703,0.620561703
Brian Wozniak,TE,JR,Wisconsin,Big Ten,2012,,,0.620397501,0.620397501
Kyle Horn,TE,SR,Massachusetts,Independent,2019,,,0.620204121,0.620204121
Henri Murphy,WR,JR,Virginia Tech,ACC,2017,,0.024984001,0.59514612,0.620130121
Zach Mettenberger,QB,SO,LSU,SEC,2011,0.405638082,0.214446739,,0.620084821
Billy Humphreys,TE,JR,San Jose State,Mountain West,2019,,,0.619953279,0.619953279
Devante Peete,WR,JR,Louisville,ACC,2018,,,0.619789158,0.619789158
Fabian Johnson,RB,SO,Western Michigan,MAC,2014,,0.324276292,0.295398058,0.61967435
D'Vonte Price,RB,FR,FIU,CUSA,2017,,0.435615516,0.183895282,0.619510798
Tanner Mangum,QB,SO,BYU,Independent,2016,0.535960327,0.083359376,,0.619319703
Robert Marshall,RB,JR,Utah State,WAC,2012,,0.399263942,0.219972068,0.61923601
John Burt,WR,JR,Texas,Big 12,2017,0,,0.619032539,0.619032539
Tamir Jones,WR,SO,Georgia State,Sun Belt,2018,,,0.619013182,0.619013182
Daniel Buschman,TE,JR,Eastern Michigan,MAC,2016,,,0.618865228,0.618865228
Algernon Brown,RB,FR,BYU,Independent,2013,,0.591403117,0.027446884,0.618850001
Quinton Pedroza,WR,SR,Hawaii,Mountain West,2015,,0.030701517,0.587909056,0.618610573
Jeremiah Booker,WR,JR,Kansas,Big 12,2017,,,0.618439805,0.618439805
Tyler Arndt,QB,JR,Texas State,WAC,2012,0.467974781,0.15041896,,0.618393741
Marcus Davis,WR,SO,Auburn,SEC,2014,,0.009737357,0.608638282,0.618375639
Travaughn Colwell,QB,FR,New Mexico State,WAC,2011,0.585639792,0.03269664,,0.618336432
Riley Miller,WR,SO,Ball State,MAC,2017,,,0.618312976,0.618312976
Chazz Anderson,QB,JR,Cincinnati,Big East,2010,0.348656195,0.269639961,,0.618296156
Tion Green,RB,JR,Cincinnati,American,2014,,0.537084972,0.081053682,0.618138654
Luke Willson,TE,SR,Rice,CUSA,2012,,,0.61804511,0.61804511
Jon Hilliman,RB,SR,Rutgers,Big Ten,2018,,0.452964279,0.165042045,0.618006324
Kevonn Mabon,WR,SO,Ball State,MAC,2013,,,0.617477402,0.617477402
Kabion Ento,WR,SR,Colorado,Pac-12,2018,,,0.6174507,0.6174507
Brandon Heavens,WR,SR,Mississippi State,SEC,2012,,-0.008889042,0.626182181,0.617293139
Tre Mosley,WR,FR,Michigan State,Big Ten,2019,,,0.617176088,0.617176088
Antoine Wesley,WR,SO,Texas Tech,Big 12,2017,,,0.617135895,0.617135895
Dondre Daley,WR,SO,Iowa State,Big 12,2014,,,0.616773157,0.616773157
Nolan Peralta,TE,SR,Colorado State,Mountain West,2016,,,0.616525735,0.616525735
Xavier Williams,WR,JR,Colorado State,Mountain West,2016,,,0.616525735,0.616525735
Erik Krommenhoek,TE,JR,USC,Pac-12,2019,,,0.616506466,0.616506466
Trevon Sidney,WR,JR,Illinois,Big Ten,2019,,0.008081084,0.608377424,0.616458508
Logwone Mitz,RB,JR,Washington State,Pac-10,2010,,0.606112298,0.010218986,0.616331284
Jamal Lyles,TE,SO,Michigan State,Big Ten,2014,,,0.616069798,0.616069798
Justin Worley,QB,FR,Tennessee,SEC,2011,0.665835209,-0.049789816,,0.616045393
DeShawn Collins,RB,JR,California,Pac-12,2019,,0.577762851,0.038257401,0.616020252
Cedric Patterson III,WR,FR,New Mexico,Mountain West,2019,,0.002375363,0.613566865,0.615942228
Josh Harrison,WR,JR,San Jose State,WAC,2010,,0.064680357,0.551261858,0.615942215
Donnie Lee,TE,SR,UAB,CUSA,2018,,,0.615935959,0.615935959
Tre Mason,RB,FR,Auburn,SEC,2011,,0.615830744,,0.615830744
Fred Lee,WR,JR,Buffalo,MAC,2012,,0.009424081,0.606329846,0.615753927
Stanley Arukwe,WR,SR,Troy,Sun Belt,2011,,,0.615655558,0.615655558
D.L. Knock,WR,SR,Ohio,MAC,2019,0.006144708,,0.609349924,0.615494632
Blake Barnett,QB,FR,Alabama,SEC,2016,0.705787335,-0.090411926,,0.615375409
Kevrin Justice,RB,FR,Houston,American,2016,,0.615345004,,0.615345004
Stephen Johnson,WR,FR,UCLA,Pac-12,2015,,0.015970206,0.59917218,0.615142386
C.J. Jones,RB,FR,UCF,American,2015,,0.505713,0.109426822,0.615139822
Spencer Bishop,TE,SR,Wake Forest,ACC,2013,0,,0.615074502,0.615074502
Stephfon Green,RB,SR,Penn State,Big Ten,2011,,0.546872215,0.068089508,0.614961723
John Lister,RB,SO,Hawaii,Mountain West,2012,,0.314232816,0.300551722,0.614784538
Keshawn Simpson,RB,SR,Western Kentucky,Sun Belt,2013,,0.614762089,,0.614762089
Faron Hornes,WR,JR,USF,Big East,2010,,0.050475893,0.564193762,0.614669655
Brice Dolezal,RB,SR,Texas A&M,SEC,2015,,0.567272131,0.047244554,0.614516685
Dyami Brown,WR,FR,North Carolina,ACC,2018,,,0.614425985,0.614425985
Demetrius Coley,TE,FR,Western Kentucky,Sun Belt,2010,,,0.614298701,0.614298701
Bailey Hockman,QB,SO,North Carolina State,ACC,2019,0.632707123,-0.018423145,,0.614283978
Joe Bauserman,QB,JR,Ohio State,Big Ten,2010,0.607810503,0.006405654,,0.614216157
Jake Hescock,TE,JR,UCF,American,2019,,,0.61398677,0.61398677
Carter Stanley,QB,JR,Kansas,Big 12,2018,0.501018633,0.112474083,,0.613492716
Kevin Cone,WR,SR,Georgia Tech,ACC,2010,,-0.018528082,0.631936305,0.613408223
Marquise Ricard,WR,FR,Southern Miss,CUSA,2013,,,0.613404394,0.613404394
Isaiah Phillips,RB,FR,Louisiana-Monroe,Sun Belt,2019,,0.435935391,0.177349497,0.613284888
Austin Williams,WR,SO,Mississippi State,SEC,2019,,,0.612983563,0.612983563
R.J. Shelton,RB,FR,Michigan State,Big Ten,2013,0,0.58397339,0.028943851,0.612917241
Khaleb Coleman,WR,FR,Liberty,Independent,2018,,,0.612872092,0.612872092
Demarco Robinson,WR,JR,Kentucky,SEC,2013,0.012317134,-0.011786908,0.612161512,0.612691738
Trevon Pendleton,RB,SO,Michigan State,Big Ten,2013,,,0.612644983,0.612644983
Bryce Bobo,WR,SO,Colorado,Pac-12,2015,,,0.612627389,0.612627389
Quentin Hines,RB,SR,Akron,MAC,2012,,0.469487978,0.143091852,0.61257983
Devonte Williams,RB,FR,Indiana,Big Ten,2016,,0.449833949,0.162661423,0.612495372
Vincent Van Horne,WR,SR,Middle Tennessee,Sun Belt,2012,,,0.612422105,0.612422105
Jelani Woods,WR,SO,Oklahoma State,Big 12,2019,,,0.612193623,0.612193623
Michael Woods,WR,FR,Arkansas,SEC,2018,,,0.612159791,0.612159791
Luke Mayock,WR,SR,Miami (OH),MAC,2019,,,0.612025071,0.612025071
Jordan Akins,WR,FR,UCF,American,2014,,,0.611941374,0.611941374
Jessie Britt,WR,SO,Massachusetts,Independent,2018,,0.025373436,0.586540507,0.611913943
Tyler Williams,WR,SR,Akron,MAC,2014,,,0.611833991,0.611833991
Devin Rushing,RB,,Air Force,Mountain West,2013,,0.582210975,0.029607274,0.611818249
Darryl Jones,WR,SO,Maryland,Big Ten,2019,,,0.611730461,0.611730461
Marquis Zimmerman,WR,FR,Bowling Green,MAC,2016,,0.020012344,0.591620902,0.611633246
Jaleel Clark,WR,SR,Missouri,SEC,2013,,,0.61161284,0.61161284
Raynard Horne,WR,SR,Virginia,ACC,2010,,0.394510481,0.217031795,0.611542276
Taimi Tutogi,RB,JR,Arizona,Pac-12,2011,,0.252299082,0.358979584,0.611278666
Austin Silvoy,WR,SR,Troy,Sun Belt,2010,,,0.611256872,0.611256872
Preston Williams,WR,SO,Tennessee,SEC,2016,,,0.610935425,0.610935425
Jordan Hogue,WR,JR,Ball State,MAC,2016,,,0.610782442,0.610782442
